stat.vsize,stat.endcode,statm.text,status.VmLib,class,stat.comm
802816,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
182956032,4264604,18,5108,F,(gdm-session-wor)
166617088,4838188,158,5620,D,(gnome-keyring-d)
253571072,4403236,52,15788,F,(gnome-session)
22503424,4216692,6,3152,D,(dbus-launch)
22036480,140626042266788,81,2136,D,(dbus-daemon)
56045568,140236240974836,26,6636,C,(ssh-agent)
137371648,4254540,15,4044,D,(gconfd-2)
541564928,4229804,9,19904,D,(gnome-settings-)
141844480,4330484,34,4292,D,(gvfsd)
184434688,4530244,83,8156,F,(openbox)
354238464,4754764,137,24020,F,(gnome-panel)
761520128,6000780,442,32864,A,(nautilus)
582701056,4293884,25,6192,F,(bonobo-activati)
229511168,4230452,9,15432,O,(polkit-gnome-au)
335634432,4243540,13,22632,F,(wnck-applet)
321310720,4229292,9,22312,F,(trashapplet)
150962176,4294068,25,4776,D,(gvfs-gdu-volume)
119025664,4243844,13,14868,D,(im-settings-dae)
0,0,0,0,K,(kacpid)
253583360,4346116,38,16028,F,(gnome-screensav)
148533248,4346284,38,4588,D,(gvfsd-trash)
483774464,4367116,43,30576,F,(clock-applet)
291643392,4241572,12,21924,F,(notification-ar)
156127232,4838188,158,5620,D,(gnome-keyring-d)
41160704,4204004,3,4856,D,(gconf-im-settin)
312107008,4480556,70,19080,A,(gnome-terminal)
8298496,4204556,3,1648,C,(gnome-pty-helpe)
112693248,5048708,209,1764,C,(bash)
156127232,4838188,158,5620,D,(gnome-keyring-d)
751947776,4866676,165,20600,A,(gedit)
156127232,4838188,158,5620,D,(gnome-keyring-d)
0,0,0,0,K,(kacpi_notify)
156127232,4838188,158,5620,D,(gnome-keyring-d)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
880640,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
737280,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
156127232,4838188,158,5620,D,(gnome-keyring-d)
112713728,5048708,209,1764,C,(bash)
114651136,4562396,90,2144,O,(linux32.redes)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
156127232,4838188,158,5620,D,(gnome-keyring-d)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
700416,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
614400,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
142831616,140665295032316,13,2484,D,(crond)
9322496,5048708,209,1716,C,(copia-proc.sh)
724992,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
524288,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
978944,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
142835712,140665295032316,13,2484,D,(crond)
0,0,0,0,C,(virtual_hub.sh)
60571648,139871038063692,198,7352,D,(sendmail)
4046848,4210956,5,1592,C,(uml_switch)
614400,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
417792,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
864256,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1077248,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
1261568,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
966656,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1142784,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1470464,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1437696,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
565248,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
0,0,0,0,K,(ata/0)
112713728,5048708,209,1764,C,(bash)
156127232,4838188,158,5620,D,(gnome-keyring-d)
114651136,4562396,90,2144,O,(linux32.redes)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
696320,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
614400,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
156127232,4838188,158,5620,D,(gnome-keyring-d)
614400,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
409600,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
0,0,0,0,K,(ata/1)
868352,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
610304,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
413696,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1024000,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
966656,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
970752,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1134592,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1470464,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1470464,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1134592,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
565248,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
392044544,4866676,165,20504,A,(gedit)
156127232,4838188,158,5620,D,(gnome-keyring-d)
0,0,0,0,K,(flush-8:16)
0,0,0,0,O,(scsi_eh_1)
582701056,4293884,25,6192,F,(bonobo-activati)
1474560,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1458176,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
880640,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
264261632,139901006558652,83,20372,N,(httpd)
156127232,4838188,158,5620,D,(gnome-keyring-d)
156127232,4838188,158,5620,D,(gnome-keyring-d)
0,0,0,0,K,(mpt_poll_0)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
884736,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
753664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
15183872,4369756,43,2028,N,(dnsmasq)
9195520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
561152,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
10895360,4332916,34,1760,D,(udevd)
864256,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
868352,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
156127232,4838188,158,5620,D,(gnome-keyring-d)
156127232,4838188,158,5620,D,(gnome-keyring-d)
175169536,140430505962460,105,7192,O,(cupsd)
75210752,6380492,534,9860,O,(Xvnc)
140402688,4384428,47,4872,F,(gdm-simple-slav)
22503424,4216692,6,3152,D,(dbus-launch)
182956032,4264604,18,5108,F,(gdm-session-wor)
156127232,4838188,158,5620,D,(gnome-keyring-d)
108130304,5048708,209,1716,C,(sh)
22503424,4216692,6,3152,D,(dbus-launch)
22007808,140604309025956,81,2136,D,(dbus-daemon)
56045568,140076501398516,26,6636,C,(ssh-agent)
238596096,4322260,32,15904,F,(xfce4-session)
137064448,4254540,15,4044,D,(gconfd-2)
24895488,4259124,16,3400,D,(xfconfd)
229044224,4517244,79,15048,F,(xfwm4)
205017088,4212068,5,14460,D,(xfsettingsd)
236167168,4346116,38,15612,F,(gnome-screensav)
405254144,4452884,64,18924,D,(xfdesktop)
297910272,4288900,24,15988,F,(xfce4-panel)
9482240,4280676,22,2552,D,(gam_server)
241532928,4231316,10,16896,F,(xfce4-settings-)
207527936,4230452,9,14832,O,(polkit-gnome-au)
311468032,4228660,9,18344,F,(xfce4-menu-plug)
119025664,4243844,13,14868,D,(im-settings-dae)
141844480,4330484,34,4292,D,(gvfsd)
259768320,4209644,4,15136,A,(thunar-tpa)
238325760,4750124,136,15412,O,(Thunar)
41160704,4204004,3,4856,D,(gconf-im-settin)
314998784,4480556,70,18776,A,(gnome-terminal)
8298496,4204556,3,1648,C,(gnome-pty-helpe)
112578560,5048708,209,1764,C,(bash)
729088,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
520192,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
974848,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
0,0,0,0,K,(migration/0)
1126400,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
1257472,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
114823168,5048708,209,1768,C,(bash)
65851392,4838188,158,5532,D,(gnome-keyring-d)
156127232,4838188,158,5620,D,(gnome-keyring-d)
142917632,6380492,534,9860,O,(Xvnc)
156127232,4838188,158,5620,D,(gnome-keyring-d)
140398592,4384428,47,4872,F,(gdm-simple-slav)
203374592,140424577867748,6,13584,N,(snmpd)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
67825664,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
884736,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
156127232,4838188,158,5620,D,(gnome-keyring-d)
733184,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
22503424,4216692,6,3152,D,(dbus-launch)
156127232,4838188,158,5620,D,(gnome-keyring-d)
95297536,140047626901516,40,2404,D,(auditd)
156127232,4838188,158,5620,D,(gnome-keyring-d)
182956032,4264604,18,5108,F,(gdm-session-wor)
254484480,4467404,67,1940,D,(rsyslogd)
9244672,4217300,6,2520,D,(irqbalance)
156127232,4838188,158,5620,D,(gnome-keyring-d)
724992,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
524288,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
978944,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
26845184,140418843538596,81,2136,D,(dbus-daemon)
1081344,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
1261568,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
31780864,4305780,28,2496,O,(avahi-daemon)
28794880,4548788,87,3864,D,(hald)
3015798784,4327948,33,4736,D,(console-kit-dae)
0,0,0,0,K,(khungtaskd)
20533248,4208132,4,3292,D,(hald-runner)
22704128,4215716,6,3356,D,(hald-addon-inpu)
156127232,4838188,158,5620,D,(gnome-keyring-d)
0,0,0,0,K,(kswapd0)
22700032,4214700,5,3356,D,(hald-addon-stor)
20221952,4206212,3,3004,D,(hald-addon-acpi)
253575168,4403236,52,15788,F,(gnome-session)
95453184,4296320,25,2052,D,(pcscd)
65093632,140670920812492,120,6852,N,(sshd)
22466560,140622083895532,41,2784,D,(xinetd)
32841728,139843381417068,139,3996,D,(ntpd)
73564160,140384078251084,198,7484,D,(sendmail)
22503424,4216692,6,3152,D,(dbus-launch)
60567552,140131897701452,198,7352,D,(sendmail)
0,0,0,0,K,(kswapd1)
22171648,140202832958628,81,2136,D,(dbus-daemon)
253505536,139901006558652,83,20372,N,(httpd)
114642944,140665295032316,13,1896,D,(crond)
156127232,4838188,158,5620,D,(gnome-keyring-d)
353378304,4196532,1,7484,O,(fail2ban-server)
9469952,4280676,22,2552,D,(gam_server)
156127232,4838188,158,5620,D,(gnome-keyring-d)
16986112,4214236,5,1904,D,(atd)
4038656,4206328,3,1592,C,(mingetty)
4038656,4206328,3,1592,C,(mingetty)
4038656,4206328,3,1592,C,(mingetty)
4038656,4206328,3,1592,C,(mingetty)
4038656,4206328,3,1592,C,(mingetty)
156127232,4838188,158,5620,D,(gnome-keyring-d)
254607360,139901006558652,83,20372,N,(httpd)
268091392,139901006558652,83,20400,N,(httpd)
263806976,139901006558652,83,20372,N,(httpd)
275365888,139901006558652,83,20400,N,(httpd)
273633280,139901006558652,83,20400,N,(httpd)
48308224,4312228,29,5264,D,(devkit-power-da)
56045568,140206266971124,26,6636,C,(ssh-agent)
0,0,0,0,K,(jbd2/sda1-8)
73515008,4197308,1,5216,D,(polkitd)
137289728,4254540,15,4044,D,(gconfd-2)
0,0,0,0,K,(crypto/0)
0,0,0,0,D,(kauditd)
541753344,4229804,9,19904,D,(gnome-settings-)
43712512,4376244,45,4712,D,(devkit-disks-da)
43220992,4376244,45,4712,D,(devkit-disks-da)
0,0,0,0,K,(ksoftirqd/0)
0,0,0,0,K,(crypto/1)
141844480,4330484,34,4292,D,(gvfsd)
184487936,4530244,83,8156,F,(openbox)
354648064,4754764,137,24020,F,(gnome-panel)
899584000,6000780,442,32872,A,(nautilus)
582701056,4293884,25,6192,F,(bonobo-activati)
229511168,4230452,9,15432,O,(polkit-gnome-au)
267137024,4346116,38,16424,F,(gnome-screensav)
119025664,4243844,13,14868,D,(im-settings-dae)
148701184,4346284,38,4588,D,(gvfsd-trash)
335638528,4243540,13,22632,F,(wnck-applet)
321314816,4229292,9,22312,F,(trashapplet)
150962176,4294068,25,4776,D,(gvfs-gdu-volume)
10899456,4332916,34,1760,D,(udevd)
291643392,4241572,12,21924,F,(notification-ar)
41160704,4204004,3,4856,D,(gconf-im-settin)
156127232,4838188,158,5620,D,(gnome-keyring-d)
0,0,0,0,K,(watchdog/0)
137306112,4245564,13,4216,D,(gvfsd-metadata)
156127232,4838188,158,5620,D,(gnome-keyring-d)
128864256,4346820,38,3368,F,(gdm-binary)
142610432,4384428,47,4876,F,(gdm-simple-slav)
123940864,6016252,445,9564,O,(Xorg)
22503424,4216692,6,3152,D,(dbus-launch)
21766144,139885425644708,81,2136,D,(dbus-daemon)
257736704,4403236,52,15672,F,(gnome-session)
137150464,4254540,15,4044,D,(gconfd-2)
299331584,4229804,9,16368,D,(gnome-settings-)
461434880,4747836,136,19052,F,(metacity)
137355264,4330484,34,4240,D,(gvfsd)
229638144,4230452,9,15320,O,(polkit-gnome-au)
378744832,4508132,77,18796,F,(gdm-simple-gree)
156127232,4838188,158,5620,D,(gnome-keyring-d)
137314304,4264604,18,4324,F,(gdm-session-wor)
156127232,4838188,158,5620,D,(gnome-keyring-d)
0,0,0,0,K,(flush-8:0)
156127232,4838188,158,5620,D,(gnome-keyring-d)
0,0,0,0,O,(migration/1)
0,0,0,0,K,(edac-poller)
156127232,4838188,158,5620,D,(gnome-keyring-d)
156127232,4838188,158,5620,D,(gnome-keyring-d)
156127232,4838188,158,5620,D,(gnome-keyring-d)
156127232,4838188,158,5620,D,(gnome-keyring-d)
156127232,4838188,158,5620,D,(gnome-keyring-d)
0,0,0,0,K,(ksoftirqd/1)
156127232,4838188,158,5620,D,(gnome-keyring-d)
101695488,140187431716812,120,7064,N,(sshd)
0,0,0,0,K,(jbd2/sda2-8)
0,0,0,0,K,(jbd2/sdb2-8)
0,0,0,0,K,(kjournald)
101695488,140187431716812,120,7064,N,(sshd)
112709632,5048708,209,1764,C,(bash)
156127232,4838188,158,5620,D,(gnome-keyring-d)
0,0,0,0,K,(watchdog/1)
156127232,4838188,158,5620,D,(gnome-keyring-d)
156127232,4838188,158,5620,D,(gnome-keyring-d)
806912,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
0,0,0,0,K,(flush-8:32)
156127232,4838188,158,5620,D,(gnome-keyring-d)
58613760,140128124294572,90,6684,C,(ssh)
0,0,0,0,K,(events/0)
156127232,4838188,158,5620,D,(gnome-keyring-d)
156127232,4838188,158,5620,D,(gnome-keyring-d)
4227072,4328382,33,1592,D,(init)
0,0,0,0,K,(events/1)
182956032,4264604,18,5108,F,(gdm-session-wor)
156127232,4838188,158,5620,D,(gnome-keyring-d)
233725952,4838188,158,5620,D,(gnome-keyring-d)
253321216,4403236,52,15680,F,(gnome-session)
22503424,4216692,6,3152,D,(dbus-launch)
22036480,140571408917668,81,2136,D,(dbus-daemon)
56045568,139728000611316,26,6636,C,(ssh-agent)
137367552,4254540,15,4044,D,(gconfd-2)
541696000,4229804,9,19796,D,(gnome-settings-)
141844480,4330484,34,4292,D,(gvfsd)
184176640,4530244,83,8156,F,(openbox)
339697664,4754764,137,23136,F,(gnome-panel)
693886976,6000780,442,32756,A,(nautilus)
582701056,4293884,25,6192,F,(bonobo-activati)
229380096,4230452,9,15324,O,(polkit-gnome-au)
320733184,4229292,9,22204,F,(trashapplet)
307789824,4243540,13,22140,F,(wnck-applet)
150966272,4294068,25,4776,D,(gvfs-gdu-volume)
119025664,4243844,13,14868,D,(im-settings-dae)
266850304,4346116,38,16316,F,(gnome-screensav)
148672512,4346284,38,4588,D,(gvfsd-trash)
291401728,4241572,12,21816,F,(notification-ar)
483610624,4367116,43,30468,F,(clock-applet)
156127232,4838188,158,5620,D,(gnome-keyring-d)
92192768,6380492,534,9860,O,(Xvnc)
140402688,4384428,47,4872,F,(gdm-simple-slav)
22503424,4216692,6,3152,D,(dbus-launch)
41160704,4204004,3,4856,D,(gconf-im-settin)
182956032,4264604,18,5108,F,(gdm-session-wor)
263548928,139901006558652,83,20372,N,(httpd)
156127232,4838188,158,5620,D,(gnome-keyring-d)
156127232,4838188,158,5620,D,(gnome-keyring-d)
7102464,4203572,3,2504,F,(lxsession)
22503424,4216692,6,3152,D,(dbus-launch)
21901312,140291600979108,81,2136,D,(dbus-daemon)
56045568,140719230112756,26,6636,C,(ssh-agent)
184803328,4530244,83,8156,F,(openbox)
117915648,4209172,4,3884,D,(lxde-settings-d)
256598016,4382924,47,16880,F,(lxpanel)
390553600,4620788,105,17600,A,(pcmanfm)
207532032,4230452,9,14832,O,(polkit-gnome-au)
137084928,4254540,15,4044,D,(gconfd-2)
119025664,4243844,13,14868,D,(im-settings-dae)
9441280,4280676,22,2552,D,(gam_server)
141844480,4330484,34,4292,D,(gvfsd)
45072384,4211012,5,4504,D,(menu-cached)
41160704,4204004,3,4856,D,(gconf-im-settin)
268300288,139901006558652,83,20400,N,(httpd)
268910592,139901006558652,83,20400,N,(httpd)
156127232,4838188,158,5620,D,(gnome-keyring-d)
156127232,4838188,158,5620,D,(gnome-keyring-d)
156127232,4838188,158,5620,D,(gnome-keyring-d)
297619456,4265948,18,18252,A,(mousepad)
156127232,4838188,158,5620,D,(gnome-keyring-d)
65851392,4838188,158,5532,D,(gnome-keyring-d)
156127232,4838188,158,5620,D,(gnome-keyring-d)
261263360,139901006558652,83,20372,N,(httpd)
156127232,4838188,158,5620,D,(gnome-keyring-d)
125108224,6380492,534,9860,O,(Xvnc)
142598144,4384428,47,4876,F,(gdm-simple-slav)
22503424,4216692,6,3152,D,(dbus-launch)
156127232,4838188,158,5620,D,(gnome-keyring-d)
156127232,4838188,158,5620,D,(gnome-keyring-d)
299417600,4480556,70,18944,A,(gnome-terminal)
8298496,4204556,3,1648,C,(gnome-pty-helpe)
112717824,5048708,209,1764,C,(bash)
182956032,4264604,18,5108,F,(gdm-session-wor)
156127232,4838188,158,5620,D,(gnome-keyring-d)
166617088,4838188,158,5620,D,(gnome-keyring-d)
253579264,4403236,52,15788,F,(gnome-session)
22503424,4216692,6,3152,D,(dbus-launch)
22171648,139688740758692,81,2136,D,(dbus-daemon)
45072384,4211012,5,4504,D,(menu-cached)
56045568,139959907566580,26,6636,C,(ssh-agent)
114651136,4562396,90,2144,O,(linux32.redes)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
137363456,4254540,15,4044,D,(gconfd-2)
541569024,4229804,9,19904,D,(gnome-settings-)
141844480,4330484,34,4292,D,(gvfsd)
185036800,4530244,83,8156,F,(openbox)
340369408,4754764,137,23244,F,(gnome-panel)
1183739904,6000780,442,33152,A,(nautilus)
448483328,4293884,25,6192,F,(bonobo-activati)
2846720,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
229511168,4230452,9,15432,O,(polkit-gnome-au)
335732736,4243540,13,22632,F,(wnck-applet)
150966272,4294068,25,4776,D,(gvfs-gdu-volume)
314650624,4480556,70,19080,A,(gnome-terminal)
2678784,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
2674688,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
119025664,4243844,13,14868,D,(im-settings-dae)
267137024,4346116,38,16424,F,(gnome-screensav)
2662400,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
483770368,4367116,43,30576,F,(clock-applet)
291639296,4241572,12,21924,F,(notification-ar)
148533248,4346284,38,4588,D,(gvfsd-trash)
8298496,4204556,3,1648,C,(gnome-pty-helpe)
114823168,5048708,209,1768,C,(bash)
156127232,4838188,158,5620,D,(gnome-keyring-d)
2682880,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
2711552,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
2654208,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
2650112,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
2662400,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69611520,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
41160704,4204004,3,4856,D,(gconf-im-settin)
0,0,0,0,K,(sync_supers)
156127232,4838188,158,5620,D,(gnome-keyring-d)
137297920,4245564,13,4216,D,(gvfsd-metadata)
108113920,5048708,209,1716,C,(run-mozilla.sh)
768360448,4276808,21,51032,A,(firefox)
700416,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
0,0,0,0,K,(bdi-default)
436736000,4314340,30,34260,A,(npviewer.bin)
142835712,140665295032316,13,2484,D,(crond)
0,0,0,0,C,(virtual_hub.sh)
60571648,140283022718028,198,7352,D,(sendmail)
4046848,4210956,5,1592,C,(uml_switch)
417792,138588012,995,18446744073709500000,C,(kernel32-2.6.22)
267685888,139901006558652,83,20400,N,(httpd)
618496,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
967286784,4817844,153,37980,A,(codeblocks)
156127232,4838188,158,5620,D,(gnome-keyring-d)
94220288,6380492,534,9860,O,(Xvnc)
140398592,4384428,47,4872,F,(gdm-simple-slav)
22503424,4216692,6,3152,D,(dbus-launch)
182956032,4264604,18,5108,F,(gdm-session-wor)
156127232,4838188,158,5620,D,(gnome-keyring-d)
108130304,5048708,209,1716,C,(sh)
22503424,4216692,6,3152,D,(dbus-launch)
22020096,140095642404004,81,2136,D,(dbus-daemon)
56045568,140329887880180,26,6636,C,(ssh-agent)
238596096,4322260,32,15904,F,(xfce4-session)
137113600,4254540,15,4044,D,(gconfd-2)
24895488,4259124,16,3400,D,(xfconfd)
229158912,4517244,79,15048,F,(xfwm4)
205012992,4212068,5,14460,D,(xfsettingsd)
236167168,4346116,38,15612,F,(gnome-screensav)
405135360,4452884,64,18924,D,(xfdesktop)
313991168,4288900,24,18048,F,(xfce4-panel)
9469952,4280676,22,2552,D,(gam_server)
241528832,4231316,10,16896,F,(xfce4-settings-)
207663104,4230452,9,14832,O,(polkit-gnome-au)
296886272,4228660,9,17948,F,(xfce4-menu-plug)
119025664,4243844,13,14868,D,(im-settings-dae)
141844480,4330484,34,4292,D,(gvfsd)
259768320,4209644,4,15136,A,(thunar-tpa)
452435968,4750124,136,15872,O,(Thunar)
41160704,4204004,3,4856,D,(gconf-im-settin)
372785152,4866676,165,19920,A,(gedit)
150962176,4294068,25,4776,D,(gvfs-gdu-volume)
156127232,4838188,158,5620,D,(gnome-keyring-d)
0,0,0,0,K,(kthreadd)
0,0,0,0,O,(kblockd/0)
65851392,4838188,158,5532,D,(gnome-keyring-d)
156127232,4838188,158,5620,D,(gnome-keyring-d)
0,0,0,0,O,(kblockd/1)
65851392,4838188,158,5532,D,(gnome-keyring-d)
156127232,4838188,158,5620,D,(gnome-keyring-d)
156127232,4838188,158,5620,D,(gnome-keyring-d)
156127232,4838188,158,5620,D,(gnome-keyring-d)
156127232,4838188,158,5620,D,(gnome-keyring-d)
156127232,4838188,158,5620,D,(gnome-keyring-d)
156127232,4838188,158,5620,D,(gnome-keyring-d)
156127232,4838188,158,5620,D,(gnome-keyring-d)
156127232,4838188,158,5620,D,(gnome-keyring-d)
91623424,6380492,534,9860,O,(Xvnc)
140402688,4384428,47,4872,F,(gdm-simple-slav)
22503424,4216692,6,3152,D,(dbus-launch)
156127232,4838188,158,5620,D,(gnome-keyring-d)
182956032,4264604,18,5108,F,(gdm-session-wor)
283099136,4232124,10,16432,D,(notification-da)
233725952,4838188,158,5620,D,(gnome-keyring-d)
253579264,4403236,52,15788,F,(gnome-session)
22503424,4216692,6,3152,D,(dbus-launch)
22167552,140717707072676,81,2136,D,(dbus-daemon)
56045568,140145111032820,26,6636,C,(ssh-agent)
137367552,4254540,15,4044,D,(gconfd-2)
156127232,4838188,158,5620,D,(gnome-keyring-d)
541564928,4229804,9,19904,D,(gnome-settings-)
141844480,4330484,34,4292,D,(gvfsd)
184602624,4530244,83,8156,F,(openbox)
352174080,4754764,137,23996,F,(gnome-panel)
1169330176,6000780,442,33024,A,(nautilus)
515592192,4293884,25,6192,F,(bonobo-activati)
335585280,4243540,13,22632,F,(wnck-applet)
321314816,4229292,9,22312,F,(trashapplet)
229511168,4230452,9,15432,O,(polkit-gnome-au)
150962176,4294068,25,4776,D,(gvfs-gdu-volume)
119025664,4243844,13,14868,D,(im-settings-dae)
148705280,4346284,38,4588,D,(gvfsd-trash)
112713728,5048708,209,1764,C,(bash)
267137024,4346116,38,16424,F,(gnome-screensav)
483770368,4367116,43,30576,F,(clock-applet)
291643392,4241572,12,21924,F,(notification-ar)
114651136,4562396,90,2144,O,(linux32.redes)
69615616,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69615616,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
156127232,4838188,158,5620,D,(gnome-keyring-d)
69615616,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69615616,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
700416,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
41160704,4204004,3,4856,D,(gconf-im-settin)
614400,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
137355264,4245564,13,4216,D,(gvfsd-metadata)
0,0,0,0,K,(kacpi_hotplug)
391925760,4866676,165,20504,A,(gedit)
614400,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
417792,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
864256,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
966656,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1142784,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1470464,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
1437696,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
565248,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
0,0,0,0,K,(ata/0)
312188928,4480556,70,19080,A,(gnome-terminal)
8298496,4204556,3,1648,C,(gnome-pty-helpe)
112713728,5048708,209,1764,C,(bash)
112713728,5048708,209,1764,C,(bash)
156127232,4838188,158,5620,D,(gnome-keyring-d)
114651136,4562396,90,2144,O,(linux32.redes)
69648384,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69648384,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69648384,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
69648384,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
696320,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
614400,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
156127232,4838188,158,5620,D,(gnome-keyring-d)
156127232,4838188,158,5620,D,(gnome-keyring-d)
614400,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
409600,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
0,0,0,0,K,(ata/1)
868352,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
610304,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
413696,138354316,938,18446744073709500000,C,(linux-2.6.27.7)
